"","id","Decimal.Latitude","Decimal.Longitude"
"4436",12715,46.237205,-63.902612
"4437",12716,46.237205,-63.902612
"4438",12717,46.237205,-63.902612
"4439",12718,46.237205,-63.902612
"4440",12719,46.237205,-63.902612
"4441",12720,46.237205,-63.902612
"4442",12721,46.237205,-63.902612
"4443",12722,46.237205,-63.902612
"4444",12723,46.237205,-63.902612
"4445",12724,46.237205,-63.902612
"4446",12725,46.237205,-63.902612
"4447",17479,39.48653,24.838375
"4448",17480,39.48653,24.838375
"4449",17483,39.48653,24.838375
"4450",17485,39.48653,24.838375
"4451",17487,39.48653,24.838375
"4452",17511,37.001667,15.336667
"4453",17512,37.001667,15.336667
"4454",17513,37.001667,15.336667
"4455",17514,37.001667,15.336667
"4456",17515,37.001667,15.336667
"4457",17516,37.001667,15.336667
"4458",17517,37.001667,15.336667
"4459",17518,37.001667,15.336667
"4460",17519,37.001667,15.336667
"4461",17520,37.001667,15.336667
"4462",17521,37.001667,15.336667
"4463",17522,37.001667,15.336667
"4464",17523,37.001667,15.336667
"4465",9557,51.64861,-2.57417
"4466",17464,41.6791,2.808583
"4467",17465,41.677626,2.807896
"4468",17466,41.673298,2.803283
"4469",6245,54.2,7.88333
"4470",6246,54.2,7.88333
"4471",12158,43.208179,-9.079056
"4472",12052,57.666667,-3.583333
"4473",10466,54.73333,7.51667
"4474",10870,57.84167,-3.3825
"4475",10871,48.26389,-5.09306
"4476",10872,48.26389,-5.09306
"4477",10873,48.26389,-5.09306
"4478",1701,35.18333,-2.43333
"4479",12634,38.387,21.358
"4480",12637,38.387,21.358
"4481",12680,51.65,-4.2
"4482",6453,43.91667,-60
"4483",10736,52.13333,-4.63333
"4484",10741,52.15,-4.45
"4485",10742,52.13333,-4.53333
"4486",10743,52.4,-4.08333
"4487",10747,52.2,-4.35
"4488",10749,52.21667,-4.35
"4489",5503,36.61667,29.11667
"4490",6170,38.54444,-76.49861
"4491",5426,41.43083,-71.45194
"4492",12770,46.711721,-56.383301
"4493",12771,46.711721,-56.383301
"4494",12772,46.711721,-56.383301
"4495",12773,46.711721,-56.383301
"4496",12774,46.711721,-56.383301
"4497",12775,46.711721,-56.383301
"4498",12776,46.711721,-56.383301
"4499",12777,46.711721,-56.383301
"4500",12778,46.711721,-56.383301
"4501",12779,52.054271,-52.757812
"4502",12780,52.054271,-52.757812
"4503",12781,52.054271,-52.757812
"4504",12782,52.054271,-52.757812
"4505",12783,52.054271,-52.757812
"4506",12784,52.054271,-52.757812
"4507",12761,48.138699,-48.319336
"4508",12762,48.138699,-48.319336
"4509",12763,48.138699,-48.319336
"4510",12764,48.138699,-48.319336
"4511",12765,48.138699,-48.319336
"4512",12766,48.138699,-48.319336
"4513",12767,48.138699,-48.319336
"4514",12768,48.138699,-48.319336
"4515",12769,48.138699,-48.319336
"4516",12156,54.147154,-10.018387
"4517",12157,54.147154,-10.018387
"4518",10934,50.25,-5.4
"4519",8484,52.51972,-5.22778
"4520",8486,52.51972,-5.22778
"4521",8487,52.51972,-5.22778
"4522",8488,52.51972,-5.22778
"4523",8489,52.51972,-5.22778
"4524",10686,57.73333,-2.68333
"4525",17437,42.910901,4.147907
"4526",17439,42.910901,4.147907
"4527",17440,42.910901,4.147907
"4528",12391,55.563544,8.081203
"4529",10698,43.17417,8.31111
"4530",14858,42,17
"4531",17443,38.447916,17.298542
"4532",2023,36.545,35.34306
"4533",12305,43.84,-58.93
"4534",12504,43.84,-58.93
"4535",12534,43.84,-58.93
"4536",12538,43.48,-58.93
"4537",12540,43.84,-58.93
"4538",12546,43.84,-58.93
"4539",12548,43.84,-58.93
"4540",10825,35.96667,-5.55
"4541",9671,56.03333,-3.66667
"4542",9672,56.03333,-3.66667
"4543",9673,56.03333,-3.66667
"4544",9674,56.03333,-3.66667
"4545",9675,56.03333,-3.66667
"4546",9676,56.03333,-3.66667
"4547",9677,56.03333,-3.66667
"4548",11119,50.99444,1.91528
"4549",10726,38.96667,20.96667
"4550",12199,55.920206,21.049176
"4551",2017,36.3,33.96667
"4552",11573,18.3275,-64.7375
"4553",5697,17.75833,-64.60556
"4554",5698,17.75833,-64.60556
"4555",11337,11.43333,-73.86667
"4556",11531,9.566667,-78.966667
"4557",11532,9.566667,-78.966667
"4558",11533,9.566667,-78.966667
"4559",11567,18.3275,-64.7375
"4560",11568,18.3275,-64.7375
"4561",11569,18.3275,-64.7375
"4562",11570,18.3275,-64.7375
"4563",11572,18.3275,-64.7375
"4564",11574,18.3275,-64.7375
"4565",11575,18.3275,-64.7375
"4566",11576,18.3275,-64.7375
"4567",11577,18.3275,-64.7375
"4568",11578,17.735556,-64.747778
"4569",11579,17.735556,-64.747778
"4570",11580,17.735556,-64.747778
"4571",11581,17.735556,-64.747778
"4572",11582,17.735556,-64.747778
"4573",11584,17.735556,-64.747778
"4574",11585,18.249167,-66.500833
"4575",11586,18.249167,-66.500833
"4576",11587,18.249167,-66.500833
"4577",11588,18.249167,-66.500833
"4578",11592,18.249167,-66.500833
"4579",11594,18.249167,-66.500833
"4580",11595,18.249167,-66.500833
"4581",11597,18.310692,-64.728527
"4582",11598,18.310692,-64.728527
"4583",11599,18.310692,-64.728527
"4584",11600,18.310692,-64.728527
"4585",11601,18.310692,-64.728527
"4586",11602,18.310692,-64.728527
"4587",11589,18.249167,-66.500833
"4588",11593,18.249167,-66.500833
"4589",15283,18.248056,-68.774444
"4590",15290,18.248056,-68.774444
"4591",15292,18.248056,-68.774444
"4592",15293,18.248056,-68.774444
"4593",15295,18.248056,-68.774444
"4594",15301,18.248056,-68.774444
"4595",15306,18.248056,-68.774444
"4596",15311,18.248056,-68.774444
"4597",15312,18.248056,-68.774444
"4598",9604,-31,-52
"4599",9606,-31,-52
"4600",8491,27.36944,-79.24806
"4601",8837,-3.86389,-33.81083
"4602",10667,-15.31667,-34.23333
"4603",15061,29.8,-85.4
"4604",15062,29.8,-85.4
"4605",15064,29.8,-85.4
"4606",15065,29.8,-85.4
"4607",15066,29.8,-85.4
"4608",15067,29.8,-85.4
"4609",15068,29.8,-85.4
"4610",15069,29.8,-85.4
"4611",2011,20.76667,-17.5
"4612",2016,25,-90
"4613",8546,-16.66667,-37.23333
"4614",11072,-17.5,-39.5
"4615",11785,-28.333333,-48.833333
"4616",11896,26.55,-77.066667
"4617",15148,18.76073,-66.262565
"4618",15151,20.00434,-69.646354
"4619",4697,19.33333,-81.25
"4620",4698,19.68333,-80.05
"4621",4702,19.71667,-79.81667
"4622",5375,5.51667,-0.31667
"4623",5376,5.51667,-0.31667
"4624",5377,5.51667,-0.31667
"4625",5379,5.91667,-0.83333
"4626",5381,5.91667,-0.83333
"4627",5382,5.91667,-0.83333
"4628",5415,5.91667,-0.83333
"4629",5417,5.31667,-0.66667
"4630",5418,5.31667,-0.66667
"4631",5486,20.23472,-16.10889
"4632",5492,5.81667,0.46667
"4633",5493,5.81667,0.46667
"4634",5571,-22.98333,14.51667
"4635",5573,-22.98333,14.51667
"4636",5575,-22.98333,14.51667
"4637",5576,-22.98333,14.51667
"4638",5580,-22.98333,14.51667
"4639",5581,-22.98333,14.51667
"4640",5582,-22.98333,14.51667
"4641",5583,-22.98333,14.51667
"4642",5588,-22.98333,14.51667
"4643",5590,-22.98333,14.51667
"4644",6748,34.85,-6.26667
"4645",6749,34.85,-6.26667
"4646",6750,34.85,-6.26667
"4647",6752,34.85,-6.26667
"4648",7053,30.21667,-9.61667
"4649",7054,30.21667,-9.61667
"4650",7055,30.21667,-9.61667
"4651",7057,30.21667,-9.61667
"4652",9041,-32.76667,18.15
"4653",11394,-25,13
"4654",11395,-33,18
"4655",12026,-33.151389,18.071667
"4656",12035,-33.151389,18.071667
"4657",12043,-33.151389,18.071667
"4658",12045,-33.151389,18.071667
"4659",12046,-33.151389,18.071667
"4660",12508,-31.249444,-50.955833
"4661",12511,28.19,-82.78
"4662",17796,17.15,-61.716667
"4663",17799,17.15,-61.716667
"4664",17800,17.15,-61.716667
"4665",17802,17.15,-61.716667
"4666",5500,16.37556,-16.36556
"4667",5532,15.98333,-16.46667
"4668",1412,-34.88333,19.48333
"4669",1539,-25,-47
"4670",2330,-30.31,24.96
"4671",9608,-31,-52
"4672",9614,-31,-52
"4673",9617,-31,-52
"4674",9628,-31,-52
"4675",10672,-15.31667,-34.23333
"4676",15296,32.57797,-79.581017
"4677",15303,34.203074,-77.474275
"4678",15310,-35.30609,-53.987991
"4679",9610,-31,-52
"4680",9613,-31,-52
"4681",9615,-31,-52
"4682",1790,-33.55444,18.39639
"4683",1791,-28.62167,16.45056
"4684",1890,-28.58111,16.525
"4685",4695,19.68333,-80.05
"4686",4696,19.68333,-80.05
"4687",4700,19.71667,-79.81667
"4688",5498,18.15,-15.96667
"4689",5569,-26.28333,14.93333
"4690",5584,-22.98333,14.51667
"4691",6457,-7.95,-14.36667
"4692",8738,-19.53556,-43.95083
"4693",9039,-33.05,17.91667
"4694",17798,17.15,-61.716667
"4695",1467,28,-90.42
"4696",1581,36,-40.5
"4697",6471,29.26111,-63.91528
"4698",8468,-26.10167,-47.50611
"4699",8469,-34.77778,-52.93056
"4700",8474,11,-64
"4701",8475,11,-64
"4702",9616,-31,-52
"4703",9619,-31,-52
"4704",9627,-31,-52
"4705",9629,-31,-52
"4706",9630,-31,-52
"4707",9631,-31,-52
"4708",9634,-31,-52
"4709",9635,-31,-52
"4710",9637,-31,-52
"4711",10676,-16.91667,-39.06667
"4712",10677,-16.91667,-39.06667
"4713",10678,-16.91667,-39.06667
"4714",10679,-16.91667,-39.06667
"4715",10680,-16.91667,-39.06667
"4716",10681,-16.91667,-39.06667
"4717",10682,-16.91667,-39.06667
"4718",10808,-16.91667,-39.06667
"4719",10809,-16.91667,-39.06667
"4720",10810,-16.91667,-39.06667
"4721",10811,-16.91667,-39.06667
"4722",10812,-16.91667,-39.06667
"4723",10813,-16.91667,-39.06667
"4724",10814,-16.91667,-39.06667
"4725",10815,-16.91667,-39.06667
"4726",10816,-16.91667,-39.06667
"4727",10817,-16.91667,-39.06667
"4728",10818,-16.91667,-39.06667
"4729",10819,-16.91667,-39.06667
"4730",10820,-16.91667,-39.06667
"4731",10821,-16.91667,-39.06667
"4732",10822,-16.91667,-39.06667
"4733",10823,-16.91667,-39.06667
"4734",10824,-16.91667,-39.06667
"4735",10826,-16.91667,-39.06667
"4736",10827,-16.91667,-39.06667
"4737",10828,-16.91667,-39.06667
"4738",10829,-16.91667,-39.06667
"4739",10830,-16.91667,-39.06667
"4740",10831,-16.91667,-39.06667
"4741",11115,25,-89
"4742",11379,11.43333,-73.86667
"4743",11384,11.43333,-73.86667
"4744",11935,19.721302,-79.972599
"4745",11936,19.772519,-79.747406
"4746",11937,19.331231,-81.069596
"4747",14556,18.212321,-65.005076
"4748",15010,18.214628,-64.960041
"4749",15037,15,-57
"4750",15040,15,-57
"4751",15230,28.289486,-80.645024
"4752",17506,37.395399,-1.577884
"4753",4699,19.71667,-79.81667
"4754",17801,17.15,-61.716667
"4755",9618,-31,-52
"4756",9632,-31,-52
"4757",9636,-31,-52
"4758",9612,25,-80.91667
"4759",11424,32.33333,-65.75
"4760",9633,-31,-52
"4761",9391,18.60528,-91.51722
"4762",11538,17.072539,-88.28064
"4763",1843,-29.73472,17.09056
"4764",1844,-29.73472,17.09056
"4765",1845,-30,26
"4766",10325,-26.65,15.06667
"4767",10326,-26.28333,14.93333
"4768",10327,-25.71667,14.83333
"4769",10328,-27.63333,15.53333
"4770",10329,-27.18333,15.25
"4771",10330,-27.65,15.51667
"4772",10340,-33.80673,18.36622
"4773",9611,-31,-52
"4774",2019,10.46667,-83.44472
"4775",2020,19.35,-81.28333
"4776",2021,19.71667,-80.05
"4777",2032,17.78917,-64.62472
"4778",2033,17.15,-61.76667
"4779",2035,18.09083,-67.89306
"4780",2038,23.08722,-97.76361
"4781",4733,23.08722,-97.76361
"4782",4822,-7.95,-14.36667
"4783",5716,10.1725,-83.25
"4784",6213,5.76361,-53.99333
"4785",6368,24.64861,-82.87028
"4786",6370,10.58333,-83.51667
"4787",8907,-12.97,-38.35889
"4788",8908,-19.85111,-40.06556
"4789",10401,17.66667,-64.9
"4790",10412,10.43333,-83.43333
"4791",11224,27.85833,-80.42889
"4792",11236,4.91028,-52.30056
"4793",11238,32,-80
"4794",11239,33.04417,-79.35139
"4795",11243,18.08111,-67.89111
"4796",11248,5.72806,-53.79306
"4797",11252,5.75806,-53.97028
"4798",11257,34.36444,-77.63139
"4799",11259,18.30278,-65.30083
"4800",11266,4,-56
"4801",11522,17.798381,-71.50383
"4802",11525,18.143894,-68.680687
"4803",11526,18.143894,-68.680687
"4804",11528,18.143894,-68.680687
"4805",11529,10.525833,-83.534722
"4806",11604,10.452026,-83.461075
"4807",11605,10.181132,-83.257141
"4808",11606,9.595841,-82.603583
"4809",11609,10.639014,-61.029053
"4810",11618,10.639014,-61.029053
"4811",15281,19.35,-82.1833
"4812",15286,5.338605,-52.71212
"4813",15294,15.90662,-61.329799
"4814",15297,-6.229862,-35.041067
"4815",15298,-11.557398,-37.370013
"4816",15302,12.163905,-68.296586
"4817",17781,27.776111,-82.771667
"4818",17782,-28.508889,-42.938056
"4819",17790,0.334167,9.341389
"4820",17792,-2.721111,9.965278
"4821",17794,-3.768611,11.021111
"4822",17795,-3.862778,11.04
"4823",9035,-27.01667,15.2
"4824",9036,-27,15.18333
"4825",8632,-21.75,13.96667
"4826",8633,-21.76667,13.95
"4827",8634,-22.65,14.51667
"4828",8635,-22.98333,14.51667
"4829",8636,-25.71667,14.83333
"4830",8637,-26.28333,14.93333
"4831",8638,-26.58333,15.15
"4832",8639,-26.61667,15.15
"4833",8640,-27,15.18333
"4834",8642,-26.98333,15.18333
"4835",8643,-27.18333,15.25
"4836",8644,-32.08333,18.3
"4837",8645,-33.05,17.91667
"4838",8671,-33.0825,17.96
"4839",8672,-33.09389,18.02778
"4840",8674,-33.15,18.08333
"4841",8676,-33.15278,17.98389
"4842",8678,-33.42417,18.08583
"4843",8679,-34.68222,19.41639
"4844",9570,25.359,-80.90979
"4845",15223,-11.462487,-37.324131
"4846",11420,16.09306,-22.80861
"4847",7660,28.92667,-80.82389
"4848",10975,-18,-39.06667
"4849",10978,-18,-39.06667
"4850",10979,-18,-39.06667
"4851",10980,-18,-39.06667
"4852",10984,-18,-39.06667
"4853",10985,-18,-39.06667
"4854",15284,11.035766,-15.980963
"4855",15300,11.035766,-15.980963
"4856",10102,-23.53333,10.95
"4857",10348,-23.53333,10.95
"4858",10349,-34.33333,17.96667
"4859",10353,-34.33333,17.96667
"4860",7965,-31.75,-50.08333
"4861",10859,21.83333,-86.25
"4862",8798,-26.78472,-48.58417
"4863",8801,-26.78389,-48.58361
"4864",8802,-26.78472,-48.58417
"4865",8803,-26.78389,-48.58361
"4866",8804,-26.78472,-48.58417
"4867",8805,-26.78472,-48.58417
"4868",8806,-26.78389,-48.58361
"4869",8807,-26.78389,-48.58361
"4870",8809,-26.78472,-48.58417
"4871",9232,4.55,-1.16667
"4872",9037,-33.8,18.36667
"4873",8521,16.58333,-88
"4874",11334,28.65,-73.88333
"4875",2008,32.26667,-64.75
"4876",9073,22.38333,-97.83333
"4877",9074,22.5,-97.85
"4878",7718,34.75,-76.56667
"4879",7723,34.75,-76.56667
"4880",7725,34.75,-76.56667
"4881",10197,-33.8,18.36667
"4882",7820,-7.95,-14.4
"4883",11938,17.296724,-87.818211
"4884",8790,9.61667,-82.61667
"4885",2028,5.79556,-54.01389
"4886",2039,5.79556,-54.01389
"4887",2031,17.66667,-65
"4888",4861,33.89611,-78.05139
"4889",8905,13.07778,-59.61167
"4890",8906,13.07778,-59.61167
"4891",11333,22.69111,-88.68028
"4892",11969,29.147701,-82.984035
"4893",11970,29.147701,-82.984035
"4894",11971,29.147701,-82.984035
"4895",11952,29.152686,-82.814869
"4896",11968,29.152686,-82.814869
"4897",9294,27.03333,-82.46667
"4898",15315,26.867147,-80.048269
"4899",15308,-19.109688,-39.726694
"4900",10974,-21.83333,-39.35
"4901",10229,-34.18333,18.43333
"4902",10342,-34.13333,18.58333
"4903",10334,-34.68333,19.4
"4904",14837,26.665479,-82.237824
"4905",14839,26.59397,-82.209672
"4906",14840,26.526717,-82.182892
"4907",11617,8.9,-81.633333
"4908",7729,23.83333,-75.1
"4909",7726,21.28333,-73.95
"4910",8849,-26.91472,-48.64889
"4911",8850,-26.91472,-48.64889
"4912",8870,-26.91472,-48.64889
"4913",8874,-26.91472,-48.64889
"4914",8877,-26.91472,-48.64889
"4915",8880,-26.91472,-48.64889
"4916",8881,-26.91472,-48.64889
"4917",8882,-26.91472,-48.64889
"4918",8883,-26.91472,-48.64889
"4919",8884,-26.91472,-48.64889
"4920",11088,-26.2,-48.63333
"4921",8792,-23.15,-44.33333
"4922",8899,-22.975,-44.01694
"4923",8891,-22.95806,-43.83833
"4924",8895,-22.95806,-43.83833
"4925",8900,-22.95806,-43.83833
"4926",8892,-23.04944,-43.78778
"4927",8896,-23.04944,-43.78778
"4928",8901,-23.04944,-43.78778
"4929",8893,-22.94806,-43.78694
"4930",8897,-22.99806,-43.78694
"4931",8902,-22.99806,-43.78694
"4932",8894,-23.01,-43.71583
"4933",8898,-23.01,-43.71583
"4934",8903,-23.01,-43.71583
"4935",8845,-10.405,-36.3475
"4936",8847,-10.405,-36.3475
"4937",11652,-3.863889,-33.811111
"4938",12068,14.740833,-17.53
"4939",12083,14.740833,-17.53
"4940",10338,-33.0525,17.92528
"4941",10337,-33.08278,17.95528
"4942",10339,-33.03639,17.97167
"4943",10346,-33.1525,17.98361
"4944",10333,-33.41667,18.08333
"4945",10331,-32.08306,18.3
"4946",10345,-34.36667,18.88333
"4947",10335,-34.68333,19.4
"4948",8968,-32,134.98333
"4949",655,-3.94611,141.7525
"4950",656,-3.94611,141.7525
"4951",657,-3.94611,141.7525
"4952",658,-3.94611,141.7525
"4953",659,-3.94611,141.7525
"4954",660,-3.94611,141.7525
"4955",661,-3.94611,141.7525
"4956",662,-3.94611,141.7525
"4957",663,-3.94611,141.7525
"4958",664,-3.94611,141.7525
"4959",665,-3.94611,141.7525
"4960",666,-3.94611,141.7525
"4961",667,-3.94611,141.7525
"4962",668,-3.94611,141.7525
"4963",669,-3.94611,141.7525
"4964",5174,-3.94611,141.7525
"4965",5175,-3.94611,141.7525
"4966",5176,-3.94611,141.7525
"4967",5177,-3.94611,141.7525
"4968",5178,-3.94611,141.7525
"4969",5179,-3.94611,141.7525
"4970",5180,-3.94611,141.7525
"4971",4929,-41,172
"4972",4874,-36.5,148.33333
"4973",4875,-36.5,148.33333
"4974",4877,-36.5,148.33333
"4975",4878,-36.5,148.33333
"4976",6467,-28.65528,144.33167
"4977",4890,-37.82806,144.97778
"4978",11751,-27.516667,152.333333
"4979",8931,-42.06472,148.28722
"4980",11301,-27.46667,153.1
"4981",196,-32.11667,115.85
"4982",197,-42,147
"4983",4895,-27.43,151.71389
"4984",5686,-28.92889,153.31639
"4985",5687,-37.41667,144.56667
"4986",6469,-32.87389,150.49222
"4987",6470,-32.87389,150.49222
"4988",8683,-32.84972,150.14639
"4989",8691,-32.84972,150.14639
"4990",4888,-36.6025,174.89306
"4991",5150,-43.89833,-176.52889
"4992",8579,-35.26667,149.1
"4993",8592,-38.03333,145.1
"4994",8593,-38.05,145.1
"4995",8594,-38.05,145.1
"4996",8599,-38.05,145.1
"4997",8600,-38.05,145.1
"4998",8601,-38.05,145.1
"4999",8606,-38.1,145.11667
"5000",8607,-38.1,145.11667
"5001",8608,-38.1,145.11667
"5002",8609,-38.1,145.11667
"5003",8612,-38.01667,145.11667
"5004",8613,-38.1,145.11667
"5005",8616,-38.08333,145.1
"5006",8617,-38.1,145.11667
"5007",8629,-38.05,145.1
"5008",8630,-38.1,145.11667
"5009",8631,-38.05,145.1
"5010",8649,-38.05,145.1
"5011",8650,-38.1,145.11667
"5012",8651,-38.05,145.1
"5013",8652,-38.1,145.11667
"5014",8685,-32.84972,150.14639
"5015",8687,-32.85,150.14639
"5016",8689,-32.84972,150.14639
"5017",8692,-32.84972,150.14639
"5018",8933,-41.08333,174.26667
"5019",9017,-38,145.7
"5020",9018,-37.85,145.5
"5021",10956,-38.08333,176.28333
"5022",195,-37.75,142.03333
"5023",188,-42,147
"5024",189,-38.4,142.23333
"5025",190,-37,144
"5026",9015,-41.7,146.15
"5027",9086,-35.7,149.16667
"5028",4953,-35.89,174.7275
"5029",4954,-35.89,174.7275
"5030",10383,-36.65806,175.84
"5031",10385,-36.65806,175.84
"5032",10386,-36.65806,175.84
"5033",11948,-35.383662,149.156643
"5034",17681,-40.666667,174
"5035",181,-47,168
"5036",182,-45.33333,167.85
"5037",183,-38.68333,176.08333
"5038",184,-41.33333,172.33333
"5039",185,-40.86667,174.9
"5040",186,-38.48333,175.08333
"5041",8595,-35.99333,176.23611
"5042",8596,-38.03611,176.52583
"5043",8516,-34.985,150.26778
"5044",10552,-41.5,173.8
"5045",10553,-41.5,173.8
"5046",10554,-39.23333,175.78333
"5047",10556,-39.23333,175.78333
"5048",10557,-44.81667,169.61667
"5049",10558,-45.83333,167.66667
"5050",8585,-38.05,145.1
"5051",8653,-38.1,145.11667
"5052",8662,-38.05,145.1
"5053",8667,-38.1,145.11667
"5054",8928,-38.36667,145.33333
"5055",8943,-35,149.7
"5056",8948,-35,149.7
"5057",643,-37.81667,146.3
"5058",644,-37.81667,146.3
"5059",645,-27.2,152.21667
"5060",647,-36.5,140.33333
"5061",4823,-29.68333,152.93333
"5062",14954,-28.379755,153.078384
"5063",14955,-28.553843,153.30878
"5064",654,-44.14028,170.32306
"5065",8655,-38.1,145.11667
"5066",8659,-38.05,145.08333
"5067",8663,-38.06667,145.1
"5068",8664,-38.11667,145.13333
"5069",8818,-38.36667,145.33333
"5070",8819,-38.36667,145.33333
"5071",8835,-38.36667,145.33333
"5072",8836,-38.36667,145.33333
"5073",8838,-38.36667,145.33333
"5074",8929,-38.36667,145.33333
"5075",8930,-38.36667,145.33333
"5076",8938,-42.86667,147.31667
"5077",8939,-42.86667,147.31667
"5078",8940,-42.86667,147.31667
"5079",8941,-42.86667,147.31667
"5080",8942,-42.86667,147.31667
"5081",8944,-35,149.7
"5082",8958,-32.85389,151.62056
"5083",8959,-32.71667,151.75
"5084",9005,-37.78333,148.8
"5085",9006,-39.11667,146.41667
"5086",9007,-38.41667,142
"5087",9008,-37.78333,148.88333
"5088",9009,-38.28333,144.45
"5089",9010,-38.73333,145.83333
"5090",9011,-38.8,146.03333
"5091",12076,-20.918152,149.007883
"5092",12477,-33.290539,151.543086
"5093",8960,-32.86556,151.71667
"5094",8961,-32.86556,151.71667
"5095",8962,-32.86556,151.71667
"5096",8963,-32.86556,151.71667
"5097",8964,-32.86556,151.71667
"5098",8665,-39.05,146.1
"5099",8666,-38.08333,145.1
"5100",8591,-38.03333,145.1
"5101",8605,-38.1,145.11667
"5102",8817,-38.36667,145.33333
"5103",8825,-38.36667,145.33333
"5104",8949,-35,149.7
"5105",673,-25,135
"5106",641,-37,175.66667
"5107",9544,-35.56778,139.05667
"5108",9545,-35.56778,139.05667
"5109",646,-35.91667,148.33333
"5110",648,-35.51667,148.78333
"5111",649,-35.3,148.8
"5112",650,-35.50833,148.29639
"5113",651,-35.53222,148.77
"5114",9537,-35.56778,139.05667
"5115",6459,-29.65528,144.33167
"5116",8793,-35.56667,138.96667
"5117",8794,-35.56667,138.96667
"5118",8795,-35.56667,138.96667
"5119",8797,-35.56667,138.96667
"5120",8799,-35.56667,138.96667
"5121",9541,-35.56778,139.05667
"5122",9538,-35.56778,139.05667
"5123",9539,-35.56778,139.05667
"5124",653,-13.03444,132.44
"5125",5140,-12.83333,132.83333
"5126",6252,-15.71667,145.28333
"5127",6253,-15.71667,145.28333
"5128",6254,-15.71667,145.28333
"5129",6356,-15.71667,145.28333
"5130",8471,-12.46667,130.85
"5131",9262,-19.25,146.83333
"5132",9283,-19.25,146.83333
"5133",11260,-12.73222,141.94611
"5134",670,-18.44333,133.45361
"5135",3500,-12.11667,134.18333
"5136",3501,-12.11667,134.18333
"5137",3502,-12.16667,134.58333
"5138",3503,-12.16667,134.58333
"5139",3506,-11.85,133.81667
"5140",3507,-20,134
"5141",3508,-11.93333,133.9
"5142",3509,-20,134
"5143",3510,-20,134
"5144",3511,-16.41667,136.16667
"5145",5193,-12.21667,131.23333
"5146",7802,-16.4,131.01
"5147",7803,-16.4,131.01
"5148",7804,-16.4,131.01
"5149",7805,-16.4,131.01
"5150",17762,-3.545278,133.337778
"5151",17763,-3.510833,133.324722
"5152",17764,-3.579722,133.284722
"5153",17765,-3.517778,133.420556
"5154",17766,-3.517778,133.416944
"5155",17767,-3.327222,133.806111
"5156",9270,-19.25,146.83333
"5157",9277,-19.25,146.83333
"5158",11250,-12.73222,141.94611
"5159",11271,-12.73222,141.94611
"5160",11220,-12.73222,141.94611
"5161",11225,-12.73222,141.94611
"5162",17768,-12.233333,131.25
"5163",17769,-12.056667,134.591944
"5164",17770,-12.166667,134.583333
"5165",17772,-13.765278,130.712222
"5166",17773,-12.133333,132.7
"5167",17774,-12.260556,135.057222
"5168",17775,-12.033333,134.216667
"5169",17776,-12.216667,132.283333
"5170",17777,-12.25,132.4
"5171",17778,-12.55,131.683333
"5172",17779,-12.138056,134.191389
"5173",17780,-12.333333,131.933333
"5174",17713,-8.693889,119.685833
"5175",17714,-8.808611,119.786667
"5176",12159,-20.918152,149.007883
"5177",6531,-17.25917,145.54722
"5178",6532,-17.25917,145.54722
"5179",6533,-17.25917,145.54722
"5180",6534,-17.25917,145.54722
"5181",6535,-17.25917,145.54722
"5182",6536,-17.25917,145.54722
"5183",6537,-17.25917,145.54722
"5184",6538,-17.25917,145.54722
"5185",6539,-17.25917,145.54722
"5186",6540,-17.25917,145.54722
"5187",6541,-17.25917,145.54722
"5188",6542,-17.25917,145.54722
"5189",6544,-17.25917,145.54722
"5190",6545,-17.25917,145.54722
"5191",6546,-17.25917,145.54722
"5192",6547,-17.25917,145.54722
"5193",7436,-17.25917,145.54722
"5194",7437,-17.25917,145.54722
"5195",7438,-17.25917,145.54722
"5196",7439,-17.25917,145.54722
"5197",7440,-17.25917,145.54722
"5198",7441,-17.25917,145.54722
"5199",7442,-17.25917,145.54722
"5200",7443,-17.25917,145.54722
"5201",7444,-17.25917,145.54722
"5202",7445,-17.25917,145.54722
"5203",7446,-17.25917,145.54722
"5204",7447,-17.25917,145.54722
"5205",7448,-17.25917,145.54722
"5206",7449,-17.25917,145.54722
"5207",7450,-17.25917,145.54722
"5208",7451,-17.25917,145.54722
"5209",7452,-17.25917,145.54722
"5210",7453,-17.25917,145.54722
"5211",7454,-17.25917,145.54722
"5212",7456,-17.25917,145.54722
"5213",7457,-17.25917,145.54722
"5214",7458,-17.25917,145.54722
"5215",7463,-17.25917,145.54722
"5216",7464,-17.25917,145.54722
"5217",7465,-17.25917,145.54722
"5218",7469,-17.25917,145.54722
"5219",7470,-17.25917,145.54722
"5220",7471,-17.25917,145.54722
"5221",7473,-17.25917,145.54722
"5222",7475,-17.25917,145.54722
"5223",7476,-17.25917,145.54722
"5224",7487,-17.25917,145.54722
"5225",7488,-17.25917,145.54722
"5226",7489,-17.25917,145.54722
"5227",7493,-17.25917,145.54722
"5228",7494,-17.25917,145.54722
"5229",7495,-17.25917,145.54722
"5230",7498,-17.25917,145.54722
"5231",7499,-17.25917,145.54722
"5232",7500,-17.25917,145.54722
"5233",7504,-17.25917,145.54722
"5234",7505,-17.25917,145.54722
"5235",7506,-17.25917,145.54722
"5236",187,-29.03333,167.95
"5237",3592,-10,120
"5238",11447,-20.62186,166.569099
"5239",6512,-17.5,145.5
"5240",6517,-17.5,145.5
"5241",12165,3.116667,101.323611
"5242",12176,-17.959057,122.250266
